       -3.141590       -3.141590      999.000000
       -3.141590       -3.078123      999.000000
       -3.141590       -3.014657      999.000000
       -3.141590       -2.951191      999.000000
       -3.141590       -2.887724      999.000000
       -3.141590       -2.824258      999.000000
       -3.141590       -2.760791      999.000000
       -3.141590       -2.697325      999.000000
       -3.141590       -2.633858      999.000000
       -3.141590       -2.570392      999.000000
       -3.141590       -2.506925      999.000000
       -3.141590       -2.443459      999.000000
       -3.141590       -2.379992      999.000000
       -3.141590       -2.316526      999.000000
       -3.141590       -2.253059      999.000000
       -3.141590       -2.189593      999.000000
       -3.141590       -2.126127      999.000000
       -3.141590       -2.062660      999.000000
       -3.141590       -1.999194      999.000000
       -3.141590       -1.935727      999.000000
       -3.141590       -1.872261      999.000000
       -3.141590       -1.808794      999.000000
       -3.141590       -1.745328      999.000000
       -3.141590       -1.681861      999.000000
       -3.141590       -1.618395      999.000000
       -3.141590       -1.554928      999.000000
       -3.141590       -1.491462      999.000000
       -3.141590       -1.427995      999.000000
       -3.141590       -1.364529      999.000000
       -3.141590       -1.301063      999.000000
       -3.141590       -1.237596      999.000000
       -3.141590       -1.174130      999.000000
       -3.141590       -1.110663      999.000000
       -3.141590       -1.047197      999.000000
       -3.141590       -0.983730      999.000000
       -3.141590       -0.920264      999.000000
       -3.141590       -0.856797      999.000000
       -3.141590       -0.793331      999.000000
       -3.141590       -0.729864      999.000000
       -3.141590       -0.666398      999.000000
       -3.141590       -0.602931      999.000000
       -3.141590       -0.539465      999.000000
       -3.141590       -0.475998      999.000000
       -3.141590       -0.412532      999.000000
       -3.141590       -0.349066      999.000000
       -3.141590       -0.285599      999.000000
       -3.141590       -0.222133      999.000000
       -3.141590       -0.158666      999.000000
       -3.141590       -0.095200      999.000000
       -3.141590       -0.031733      999.000000
       -3.141590        0.031733      999.000000
       -3.141590        0.095200      999.000000
       -3.141590        0.158666      999.000000
       -3.141590        0.222133      999.000000
       -3.141590        0.285599      999.000000
       -3.141590        0.349066      999.000000
       -3.141590        0.412532      999.000000
       -3.141590        0.475998      999.000000
       -3.141590        0.539465      999.000000
       -3.141590        0.602931      999.000000
       -3.141590        0.666398      999.000000
       -3.141590        0.729864      999.000000
       -3.141590        0.793331      999.000000
       -3.141590        0.856797      999.000000
       -3.141590        0.920264      999.000000
       -3.141590        0.983730      999.000000
       -3.141590        1.047197      999.000000
       -3.141590        1.110663      999.000000
       -3.141590        1.174130      999.000000
       -3.141590        1.237596      999.000000
       -3.141590        1.301063      999.000000
       -3.141590        1.364529      999.000000
       -3.141590        1.427995      999.000000
       -3.141590        1.491462      999.000000
       -3.141590        1.554928      999.000000
       -3.141590        1.618395      999.000000
